Order_ID,Customer_Name,Product,Category,Quantity,Price,Order_Date,Shipped,Country
758,Brittany Carney,Smartphone,Electronics,6,1034.06,2024-10-06,No,South Korea
759,Molly Campbell,Notebook,Stationery,2,1417.39,2024-10-13,Yes,Italy
760,Jason Mcguire,Tape,Stationery,9,822.4,2026-02-03,Yes,Uae
761,Megan Davis,T-Shirt,Clothing,12,358.95,2026-10-24,Yes,Singapore
762,Anthony Perez,Tablet,Electronics,4,724.24,2024-04-19,Yes,India
763,Jason Schmidt,Tablet,Electronics,8,653.1,2024-12-22,Yes,Uae
764,William Liu,Bottled Water,Food & Beverage,10,879.89,2024-11-09,No,South Africa
765,John Miller,Office Chair,Furniture,5,1246.94,2026-09-15,Yes,Australia
766,Bruce Jones,Tape,Stationery,5,307.29,2025-08-13,Yes,Mexico
767,Kenneth Brown,Sneakers,Clothing,9,2214.07,2025-11-24,Yes,Germany
768,Stephen Martinez,Bookshelf,Furniture,8,853.4,2024-04-11,No,Italy
769,Robert Murray,Printer,Electronics,12,906.93,2026-02-28,Yes,Argentina
770,Mr. Edward Wright DVM,Scarf,Clothing,9,854.34,2025-03-26,Yes,Uk
771,Debra Mcclain,T-Shirt,Clothing,13,2042.93,2026-05-08,Yes,Italy
772,Andrew Snow,Eraser,Stationery,14,433.39,2026-09-07,Yes,South Korea
773,Donald Barnes,Eraser,Stationery,2,904.55,2024-03-26,Yes,Brazil
774,Adam Gonzalez,Sneakers,Clothing,3,1167.05,2024-11-13,Yes,Germany
775,Nicole Evans,Jacket,Clothing,10,1346.05,2026-01-28,Yes,India
776,Joseph Newton,Bread,Food & Beverage,13,294.51,2024-08-21,No,India
777,Dana Brown,Jeans,Clothing,10,68.36,2024-11-17,Yes,South Africa
778,Samantha King,Laptop,Electronics,11,396.9,2026-09-18,No,Germany
779,Diana Russell,Keyboard,Electronics,13,1169.25,2026-07-15,Yes,Spain
780,Tammy Gordon,T-Shirt,Clothing,14,1055.88,2025-03-15,Yes,Netherlands
781,Eric Gill,Bread,Food & Beverage,8,958.41,2024-03-09,Yes,Japan
782,Matthew Baker,Webcam,Electronics,13,924.26,2025-06-08,Yes,Canada
783,Lori Watson,Glue Stick,Stationery,1,543.73,2025-12-01,Yes,Japan
784,Julie Schneider,Pencil,Stationery,12,2222.73,2026-09-10,Yes,South Korea
785,Carolyn Boone,Juice,Food & Beverage,5,1677.69,2024-08-11,No,Uk
786,Colton Rodriguez,Dining Table,Furniture,6,797.63,2025-11-20,Yes,Mexico
787,Jessica Randall,Standing Desk,Furniture,7,2197.76,2026-07-26,Yes,Brazil
788,Julie Salazar,Bookshelf,Furniture,14,730.34,2025-07-05,No,South Korea
789,Michael Jacobs,Snack Bar,Food & Beverage,4,1770.27,2026-08-04,No,Uk
790,Blake Underwood,Tape,Stationery,7,2205.1,2025-10-11,Yes,Argentina
791,Sandra Evans,Desk Lamp,Furniture,6,1111.1,2024-02-15,No,Netherlands
792,Robert Montgomery,Snack Bar,Food & Beverage,10,759.47,2025-12-22,Yes,Italy
793,Cody Long,Stapler,Stationery,4,831.38,2025-01-05,Yes,Italy
794,Alicia Carter,File Cabinet,Furniture,3,2178.57,2025-05-12,Yes,Italy
795,Christian Silva,Monitor,Electronics,14,858.22,2026-11-17,Yes,Mexico
796,Joseph Kaiser,Scarf,Clothing,15,1540.74,2024-04-11,Yes,China
797,Todd Allen,Jacket,Clothing,3,83.66,2025-05-18,Yes,Uk
798,Rebecca Flores,Tape,Stationery,13,602.24,2024-12-06,Yes,Canada
799,Kathleen Moreno,Printer,Electronics,14,1232.75,2025-06-23,Yes,Netherlands
800,Joel Hardy,Jeans,Clothing,6,1804.39,2024-11-18,Yes,Argentina
801,Laura Rodriguez,Desk Lamp,Furniture,14,359.05,2026-05-06,Yes,Spain
802,Charles Erickson,Pen,Stationery,6,1952.0,2024-01-18,Yes,Sweden
803,Ryan Greene,Scarf,Clothing,7,1441.04,2024-01-16,Yes,Argentina
804,Kyle Massey,Dining Table,Furniture,1,1991.1,2025-08-10,No,Japan
805,Holly Rich,Mouse,Electronics,11,1144.48,2024-09-01,Yes,Australia
806,Dennis Porter,File Cabinet,Furniture,4,2164.75,2024-02-22,No,Germany
807,Joseph Kirby,Keyboard,Electronics,1,960.96,2026-06-06,Yes,Canada
808,Zachary Miller,Dining Table,Furniture,1,926.87,2025-04-15,Yes,Australia
809,Julie Benton,Mouse,Electronics,14,212.93,2024-10-31,Yes,Argentina
810,Emma Reid,Bread,Food & Beverage,13,230.49,2025-04-02,Yes,Mexico
811,Christine Moore,Socks,Clothing,6,1668.68,2024-06-14,Yes,Australia
812,Christopher Nunez,T-Shirt,Clothing,8,1891.45,2024-11-16,Yes,China
813,Michael Mitchell,Standing Desk,Furniture,9,2348.55,2025-04-03,Yes,China
814,Robert Warren,Ruler,Stationery,2,1870.17,2026-07-28,No,South Africa
815,Cameron Turner,Coffee Beans,Food & Beverage,13,1800.02,2025-06-04,Yes,China
816,William Henderson,Desk Lamp,Furniture,13,204.69,2025-04-01,Yes,Spain
817,Tara Alvarez,USB Drive,Electronics,8,2175.71,2025-11-21,Yes,Australia
818,Patrick Wilson,Sneakers,Clothing,11,1433.1,2024-02-13,Yes,India
819,Rodney Gomez,Coffee Beans,Food & Beverage,15,665.33,2026-06-13,No,Spain
820,Amanda Davidson,Notebook,Stationery,11,2331.98,2024-09-29,Yes,Italy
821,Kelli Reid,Standing Desk,Furniture,7,2056.28,2024-09-30,No,United States
822,Anthony Edwards,Hat,Clothing,8,1226.95,2024-03-13,Yes,Spain
823,Erica Dillon,Pencil,Stationery,11,581.48,2026-02-08,Yes,Uae
824,Brian Alexander,Bed,Furniture,10,2211.96,2026-09-16,Yes,Spain
825,Jennifer Smith,Eraser,Stationery,9,1153.53,2024-08-01,Yes,South Africa
826,Troy Mcbride,Juice,Food & Beverage,3,376.02,2025-09-10,Yes,Netherlands
827,Michael Martin,Dining Table,Furniture,3,1454.7,2025-05-08,Yes,China
828,Michelle Barber,Coffee Beans,Food & Beverage,4,512.7,2024-11-03,No,Mexico
829,Deborah Osborne,Standing Desk,Furniture,10,1091.21,2024-04-11,No,France
830,Jennifer Cannon,Hat,Clothing,4,373.65,2025-03-16,No,United States
831,Kevin Hunt,Pen,Stationery,15,1869.54,2024-06-08,No,Singapore
832,Edgar Davis,Snack Bar,Food & Beverage,14,2425.46,2025-12-30,Yes,South Africa
833,Daniel Morales,Notebook,Stationery,2,1095.19,2025-12-01,Yes,United States
834,Troy Acevedo,Stapler,Stationery,6,219.2,2025-06-01,Yes,Uae
835,Lindsay Reyes DDS,Stapler,Stationery,3,2199.32,2026-09-13,Yes,Netherlands
836,Shawn Rogers MD,Pencil,Stationery,1,504.85,2026-02-12,Yes,Brazil
837,Raymond Mathews,Pencil,Stationery,2,927.57,2024-05-05,Yes,South Korea
838,Bobby Williams Jr.,Eraser,Stationery,8,1658.21,2024-09-14,No,United States
839,Angela Carlson,Smartphone,Electronics,4,2348.11,2026-10-11,Yes,Sweden
840,Mario Lewis,Bread,Food & Beverage,12,151.76,2026-04-12,No,Spain
841,Colin Lambert,Jacket,Clothing,11,971.0,2024-08-06,Yes,South Africa
842,Kari Jacobs,File Cabinet,Furniture,8,971.01,2025-08-31,Yes,South Korea
843,Carol Perez,USB Drive,Electronics,10,1209.97,2025-04-23,Yes,Argentina
844,Patricia Martin,Glue Stick,Stationery,13,1515.76,2024-05-04,Yes,United States
845,Edward Pearson,Bookshelf,Furniture,7,1390.73,2024-04-16,Yes,Sweden
846,Rebecca Harmon,Green Tea,Food & Beverage,4,379.44,2026-12-26,Yes,India
847,Mrs. Michelle Gonzales,Headphones,Electronics,4,268.87,2026-06-20,No,Argentina
848,Kara Chase,Smartphone,Electronics,8,1116.81,2025-01-26,Yes,Brazil
849,Natalie Mills,Pencil,Stationery,7,1098.92,2024-07-28,No,India
850,Heather Davis,Bottled Water,Food & Beverage,9,2272.61,2024-03-15,No,Argentina
851,Justin Haas,Scarf,Clothing,11,534.44,2025-09-04,Yes,Singapore
852,Allison Cole,Coffee Beans,Food & Beverage,4,1411.98,2024-07-22,Yes,Sweden
853,Hector Deleon,Sneakers,Clothing,13,551.07,2025-10-02,Yes,Italy
854,Derek Tyler,Eraser,Stationery,13,2068.52,2025-01-24,No,Australia
855,Patricia Lee,Standing Desk,Furniture,11,65.05,2024-12-31,Yes,Mexico
856,Nicole Garcia,Scarf,Clothing,11,886.86,2024-11-07,Yes,South Korea
857,Joshua Patterson,Bottled Water,Food & Beverage,7,755.38,2025-02-24,Yes,United States
858,Carrie Gutierrez,Monitor,Electronics,1,319.04,2026-05-03,Yes,Argentina
859,Meagan Ruiz,Glue Stick,Stationery,7,920.12,2026-12-20,No,China
860,Scott Warren,Office Chair,Furniture,12,1525.13,2024-04-14,Yes,United States
861,Maria Perez,USB Drive,Electronics,14,1901.29,2024-07-16,Yes,Australia
862,Heather Johnson,USB Drive,Electronics,3,996.89,2025-04-24,Yes,Canada
863,Pamela Thompson,Sneakers,Clothing,7,2175.99,2024-01-13,Yes,South Africa
864,Stacy Vincent,Monitor,Electronics,6,1226.37,2024-02-19,Yes,Singapore
865,Jodi Harris,Bread,Food & Beverage,8,651.35,2026-10-06,Yes,Spain
866,Karen Lam,Bread,Food & Beverage,13,1271.59,2026-05-20,Yes,Uk
867,Andrew Thompson,Keyboard,Electronics,13,1876.72,2025-01-30,Yes,Italy
868,Heather Weber,Snack Bar,Food & Beverage,7,2493.46,2026-02-13,No,Italy
869,Kenneth Johnson,Keyboard,Electronics,9,1984.41,2026-03-22,Yes,South Africa
870,Jonathan Morton,Coffee Beans,Food & Beverage,12,1462.27,2024-05-09,Yes,South Africa
871,Mary Flores,T-Shirt,Clothing,8,2276.61,2026-09-23,Yes,Uae
872,Vanessa Parker,Stapler,Stationery,7,1426.14,2025-10-04,No,Sweden
873,Rodney Wu,Green Tea,Food & Beverage,8,1773.12,2026-08-07,Yes,Spain
874,Molly Washington,Headphones,Electronics,6,1837.62,2024-07-17,Yes,Uae
875,Stephanie Green,Bottled Water,Food & Beverage,7,53.64,2024-07-07,Yes,Spain
876,Jamie Smith,Sneakers,Clothing,6,1829.39,2025-10-10,Yes,United States
877,Steven Bennett,Pencil,Stationery,12,1613.12,2024-07-05,No,Italy
878,Whitney Werner,Bread,Food & Beverage,13,1939.15,2024-08-07,Yes,United States
879,Troy Richardson,Tape,Stationery,11,2160.01,2025-01-06,No,Uk
880,Alicia Pacheco,Juice,Food & Beverage,3,317.9,2026-12-29,Yes,South Africa
881,Laura Harrell,Smartphone,Electronics,3,908.0,2026-09-20,Yes,Spain
882,Brian Hansen,Webcam,Electronics,15,1003.98,2026-08-20,Yes,Spain
883,Karen Jones,Bottled Water,Food & Beverage,12,1347.93,2026-09-10,Yes,South Korea
884,Susan Clark,USB Drive,Electronics,8,1227.99,2026-10-17,Yes,Uae
885,Lisa Carpenter,Printer,Electronics,14,2112.33,2024-08-23,Yes,Mexico
886,Manuel Rodriguez,Keyboard,Electronics,8,184.72,2026-04-26,Yes,Brazil
887,Brittany Brown,Glue Stick,Stationery,7,54.34,2024-03-15,Yes,India
888,Devin Rocha,Snack Bar,Food & Beverage,9,53.56,2024-12-22,No,Brazil
889,Michelle Adams,Notebook,Stationery,10,1572.92,2026-12-10,No,Italy
890,David Brown,Coffee Beans,Food & Beverage,14,1968.52,2025-02-17,Yes,Sweden
891,David Charles,Scarf,Clothing,3,460.99,2025-04-26,Yes,Germany
892,Deborah Cruz,Dining Table,Furniture,4,2163.19,2024-03-02,No,Germany
893,Nicole Page,Bottled Water,Food & Beverage,9,1909.79,2025-11-18,Yes,Canada
894,Bianca Hernandez,Juice,Food & Beverage,8,183.71,2024-06-05,Yes,Italy
895,Hannah Lawrence,Socks,Clothing,12,1070.45,2026-08-31,No,Uk
896,Brent Bender,Keyboard,Electronics,15,1450.52,2026-09-04,Yes,Australia
897,Paul Malone,Coffee Beans,Food & Beverage,10,1375.67,2025-12-14,Yes,India
898,Brandon Moss,Notebook,Stationery,3,769.62,2026-07-23,Yes,Brazil
899,Christine Dickson,Bed,Furniture,14,1544.4,2026-01-11,Yes,India
900,Mark Davis,Tape,Stationery,3,1617.96,2026-10-08,Yes,Australia
901,Destiny Molina,Bottled Water,Food & Beverage,2,475.5,2026-07-06,No,Japan
902,Lawrence White,Jeans,Clothing,4,160.82,2025-07-15,Yes,Brazil
903,Brian Smith,Snack Bar,Food & Beverage,11,511.37,2024-12-22,Yes,Netherlands
904,Kimberly King,Jeans,Clothing,7,423.69,2024-03-09,No,China
905,Anthony Lee,Monitor,Electronics,12,116.7,2025-02-28,No,Netherlands
906,Kristin Harrison,Coffee Beans,Food & Beverage,5,1092.82,2026-12-27,Yes,Sweden
907,Andrew Baird,Jeans,Clothing,15,141.15,2025-05-11,No,Singapore
908,Sharon Taylor,T-Shirt,Clothing,5,593.25,2025-12-14,No,India
909,Bobby Carlson,Hat,Clothing,7,1923.91,2024-01-27,No,Argentina
910,Angela Wolf,Hat,Clothing,2,1269.42,2024-07-11,No,Japan
911,Dr. Melissa Edwards DVM,Laptop,Electronics,14,477.15,2026-09-02,Yes,Germany
912,Christopher Zamora,Desk Lamp,Furniture,1,1416.52,2026-04-12,Yes,Sweden
913,Erik King,Monitor,Electronics,1,1422.9,2026-10-14,Yes,Japan
914,Carl Duncan,Hat,Clothing,11,2332.05,2024-06-11,Yes,India
915,Ann Blankenship,USB Drive,Electronics,13,1806.44,2024-11-04,Yes,Uae
916,Zachary Rios,Desk Lamp,Furniture,10,1370.22,2026-02-16,Yes,South Korea
917,Gregory Thornton,Juice,Food & Beverage,14,2433.68,2024-08-22,Yes,Sweden
918,Matthew Nichols,Keyboard,Electronics,1,87.62,2026-12-05,No,Australia
919,Matthew Vargas,Bookshelf,Furniture,9,1659.22,2025-02-27,Yes,Mexico
920,Anthony Lee,Jeans,Clothing,9,789.65,2024-03-25,Yes,France
921,Curtis Bailey,Bookshelf,Furniture,9,1929.82,2025-05-02,Yes,Mexico
922,Elizabeth Howard,Jeans,Clothing,15,920.14,2025-01-27,Yes,South Africa
923,Traci Jefferson,Bread,Food & Beverage,8,2422.76,2024-05-17,Yes,Australia
924,Michael Evans,Ruler,Stationery,2,2222.19,2026-05-16,No,Germany
925,Paige Ferguson,Tablet,Electronics,4,140.06,2025-07-14,Yes,Spain
926,James Snyder,Sneakers,Clothing,11,490.56,2024-11-17,No,Uk
927,Jacob Garcia,Bookshelf,Furniture,9,1699.27,2026-05-12,No,France
928,Erica Collins,Monitor,Electronics,12,265.37,2026-12-12,No,Spain
929,Michael Reyes,Office Chair,Furniture,2,1674.78,2024-02-25,Yes,Germany
930,Sarah Johnson,Bread,Food & Beverage,7,1022.67,2026-11-16,No,China
931,Karen Watson,Stapler,Stationery,1,1104.09,2024-09-08,No,Brazil
932,Michael Henry Jr.,Pen,Stationery,10,1734.32,2026-08-19,No,South Korea
933,Cynthia Cunningham,Jacket,Clothing,4,766.5,2024-10-17,Yes,United States
934,Mr. Michael Wilson,Jeans,Clothing,12,2239.47,2025-04-19,Yes,Japan
935,James Martin,Jeans,Clothing,12,1160.07,2025-07-26,Yes,France
936,Chad Nguyen,Pen,Stationery,6,1066.41,2024-10-12,No,Mexico
937,Mr. John Peterson,Sofa,Furniture,12,1024.12,2026-10-19,Yes,Sweden
938,Joseph Fowler,Bookshelf,Furniture,1,1243.5,2025-05-18,Yes,Australia
939,Ryan Haney,Headphones,Electronics,3,1626.89,2026-07-11,Yes,Canada
940,Megan Watkins,Glue Stick,Stationery,14,969.81,2026-09-27,No,India
941,Sandra Leonard,Pencil,Stationery,6,167.26,2026-11-08,Yes,Singapore
942,Mark Glover DVM,Monitor,Electronics,5,748.17,2024-03-20,Yes,Argentina
943,Larry Davis,Sofa,Furniture,1,1678.72,2024-03-30,No,Germany
944,James Johnson,Sofa,Furniture,10,2040.45,2026-10-12,No,Argentina
945,John Elliott,Eraser,Stationery,15,1903.5,2025-09-10,Yes,France
946,Juan Bush,Ruler,Stationery,1,1470.93,2025-12-25,Yes,Italy
947,Sharon Clay,Pencil,Stationery,8,925.67,2025-02-19,Yes,Sweden
948,Thomas Schwartz,Keyboard,Electronics,11,698.99,2025-10-25,Yes,Spain
949,Willie Stein,Eraser,Stationery,15,150.46,2026-07-25,No,India
950,Tracy Thornton,Tablet,Electronics,11,920.36,2026-12-06,Yes,United States
951,Sean Benson,Mouse,Electronics,1,1197.82,2025-04-19,Yes,Uk
952,Thomas Graham,Pencil,Stationery,3,612.6,2026-09-02,Yes,South Africa
953,Richard Bishop,Bottled Water,Food & Beverage,5,2014.34,2025-07-16,Yes,Spain
954,Cody Green MD,Green Tea,Food & Beverage,3,732.19,2024-07-12,Yes,Uae
955,Mary Rosario,Bookshelf,Furniture,13,52.4,2024-08-14,Yes,Australia
956,Gavin Moon,Keyboard,Electronics,6,1466.73,2026-06-18,Yes,Brazil
957,Raymond Wright,Tape,Stationery,15,2256.24,2025-06-08,Yes,France
958,Mr. Kyle Rodriguez,Tablet,Electronics,13,970.95,2025-11-29,No,Sweden
959,Steven Brown,Webcam,Electronics,1,1902.05,2026-12-14,Yes,Brazil
960,Andrew Palmer,Monitor,Electronics,6,2304.01,2025-01-27,No,Germany
961,Michael Davis,Keyboard,Electronics,15,656.09,2024-10-17,Yes,Uae
962,Gary Moore,Sneakers,Clothing,5,68.79,2026-04-25,Yes,India
963,Christina Lara,Bed,Furniture,7,2278.62,2026-12-10,Yes,China
964,Christopher Tran,USB Drive,Electronics,8,560.61,2026-03-23,No,Australia
965,Justin Mason,Scarf,Clothing,4,197.81,2025-02-23,Yes,Japan
966,Jasmine Wise,Bread,Food & Beverage,2,285.75,2026-12-16,Yes,China
967,Jeremiah Wright,File Cabinet,Furniture,6,1004.88,2026-05-09,Yes,Japan
968,Joe Chan,Jacket,Clothing,3,1265.04,2024-10-12,Yes,Argentina
969,Charles Neal,Glue Stick,Stationery,10,993.53,2026-05-23,No,India
970,Natalie Reed,Bread,Food & Beverage,8,193.98,2026-09-10,Yes,Argentina
971,Jennifer Wells,Mouse,Electronics,11,2464.52,2026-04-10,Yes,South Africa
972,Edward Frank,Tablet,Electronics,6,2498.2,2024-03-24,Yes,Australia
973,Lisa Brown,Ruler,Stationery,12,1667.22,2024-02-22,Yes,China
974,Juan Cherry,Smartphone,Electronics,7,2101.65,2024-06-08,No,Argentina
975,Charles Carter,Stapler,Stationery,8,814.28,2026-08-31,No,Italy
976,Holly Benson,Pen,Stationery,9,474.47,2024-06-09,Yes,Germany
977,Nichole Jones,Laptop,Electronics,6,1022.57,2025-05-21,Yes,Japan
978,Erika Douglas,Scarf,Clothing,14,490.29,2024-04-30,No,France
979,Gina Ware,File Cabinet,Furniture,9,1017.27,2025-11-26,No,Australia
980,Richard Jones,Snack Bar,Food & Beverage,12,2363.54,2024-01-14,Yes,Argentina
981,Brittany Moore,Webcam,Electronics,11,466.75,2024-11-06,Yes,Japan
982,Benjamin Stewart,Sneakers,Clothing,5,1288.25,2024-03-03,Yes,Mexico
983,Tracey Clarke,Webcam,Electronics,13,832.45,2026-06-09,Yes,Mexico
984,Henry Mcdowell,Office Chair,Furniture,1,2251.47,2025-01-09,Yes,Mexico
985,Gabriel Martinez,Scarf,Clothing,13,733.03,2026-03-24,No,Singapore
986,Miss Mary Ortiz,Laptop,Electronics,8,222.03,2026-04-03,Yes,Sweden
987,Natalie Williams,Coffee Beans,Food & Beverage,3,1966.91,2024-08-16,Yes,Argentina
988,Ryan Rogers,Snack Bar,Food & Beverage,10,2008.63,2024-12-16,No,Singapore
989,Edward Li,Eraser,Stationery,10,2478.52,2026-04-27,Yes,Netherlands
990,Dennis Hernandez,Scarf,Clothing,7,2065.72,2026-07-26,Yes,Uae
991,Ronnie Johnson,T-Shirt,Clothing,2,298.07,2024-05-26,No,Netherlands
992,Andrew Dunlap,Snack Bar,Food & Beverage,9,201.29,2025-06-14,Yes,Singapore
993,Katherine Robbins,Notebook,Stationery,1,2284.52,2026-12-13,Yes,Brazil
994,Phillip Salazar,Desk Lamp,Furniture,1,699.25,2024-06-23,No,Spain
995,Adam Cannon,Bread,Food & Beverage,14,688.41,2026-03-06,Yes,South Africa
996,Mark Key,Bed,Furniture,8,224.09,2026-01-24,Yes,Canada
997,Ryan Trevino,Bottled Water,Food & Beverage,3,1121.5,2024-11-01,No,Germany
998,Samantha Nelson,File Cabinet,Furniture,8,1611.34,2026-11-09,No,Uae
999,Erica Castaneda,Juice,Food & Beverage,9,2355.17,2025-06-19,No,Sweden
1000,Michael Little,Jacket,Clothing,8,610.63,2026-08-19,Yes,United States
1001,Miss Kim Campbell,File Cabinet,Furniture,2,982.75,2024-01-10,Yes,Germany
1002,Julie Jones,Bread,Food & Beverage,8,2217.85,2025-12-03,Yes,South Africa
1003,Edward Benton,Hat,Clothing,1,71.55,2024-12-03,No,France
1004,Melinda Wallace,Socks,Clothing,10,1545.6,2025-01-14,Yes,India
1005,Miguel Russell,Bed,Furniture,13,692.21,2024-01-29,No,South Africa
1006,Lorraine Nelson,Keyboard,Electronics,1,2159.5,2025-07-31,Yes,Spain
1007,Kimberly King,Keyboard,Electronics,2,2312.08,2025-12-26,Yes,Germany
1008,John Patterson,Office Chair,Furniture,1,760.65,2026-06-03,Yes,South Africa
1009,Amanda Thomas,Office Chair,Furniture,1,2219.6,2026-01-08,Yes,Sweden
1010,Daniel Diaz,Sneakers,Clothing,6,865.65,2026-12-24,Yes,South Korea
1011,Adam Lindsey,Sofa,Furniture,3,1280.88,2026-03-18,No,Argentina
1012,Donald Flores,Scarf,Clothing,10,1362.44,2024-10-26,No,Sweden
1013,Andrew Lopez,Notebook,Stationery,4,2498.98,2025-04-26,No,Japan
1014,Jason Yoder,Keyboard,Electronics,7,1928.4,2024-02-24,Yes,Netherlands
1015,Alicia Brady,Bed,Furniture,2,804.6,2026-11-25,Yes,Mexico
1016,Thomas Harris,Smartphone,Electronics,11,1555.25,2026-11-16,No,India
1017,Hunter Curtis,Headphones,Electronics,8,1381.98,2025-06-08,No,United States
1018,Jessica Vaughan,Smartphone,Electronics,14,1061.51,2026-05-10,Yes,South Africa
1019,Jacqueline Reid,Sofa,Furniture,12,845.13,2024-03-15,No,Uae
1020,Jesse Garcia,Smartphone,Electronics,12,2253.42,2026-08-06,Yes,Uk
1021,Anthony Gutierrez,Tape,Stationery,7,2162.47,2026-06-27,No,China
1022,Theresa Mcdonald,Snack Bar,Food & Beverage,6,949.27,2025-08-13,Yes,India
1023,Christopher Green,Ruler,Stationery,8,1355.67,2026-06-15,Yes,Uae
1024,Melanie Walters,Bookshelf,Furniture,5,1200.37,2026-01-29,Yes,Uk
1025,James Petty,Tape,Stationery,9,240.87,2024-09-17,No,Japan
1026,Mrs. Christine Taylor,Hat,Clothing,7,1501.66,2026-12-08,Yes,Brazil
1027,Shelby Jefferson,Smartphone,Electronics,6,1492.9,2025-09-25,No,Singapore
1028,Elizabeth Smith,Glue Stick,Stationery,2,2093.67,2025-07-30,Yes,India
1029,Daniel Davidson,Juice,Food & Beverage,10,1582.85,2025-10-05,Yes,Mexico
1030,Laura Cardenas,Standing Desk,Furniture,7,71.51,2025-01-08,Yes,Italy
1031,Rick Sullivan,Hat,Clothing,3,60.87,2024-06-02,Yes,Brazil
1032,Amy Marshall,Dining Table,Furniture,4,524.61,2025-05-20,Yes,Argentina
1033,Edgar Brown,Hat,Clothing,11,2320.59,2026-02-01,Yes,Australia
1034,Connie Maddox,Eraser,Stationery,15,1174.83,2025-04-27,Yes,South Africa
1035,Anthony Warren,Scarf,Clothing,10,2400.16,2026-12-29,Yes,United States
1036,Steven Williams,Webcam,Electronics,12,311.29,2026-02-28,No,China
1037,Thomas Howell,Coffee Beans,Food & Beverage,15,1066.52,2026-10-13,Yes,Sweden
1038,James Christensen,Snack Bar,Food & Beverage,10,1867.26,2024-05-09,Yes,Spain
1039,Jeffery Moreno,Bed,Furniture,8,206.93,2026-04-02,No,Australia
1040,Justin Tran,Standing Desk,Furniture,4,965.49,2026-02-21,Yes,Netherlands
1041,Henry Perez,Tablet,Electronics,3,1339.27,2024-07-14,Yes,France
1042,Gina Davis,Office Chair,Furniture,12,530.95,2026-01-21,No,South Africa
1043,Carolyn Hernandez,Dining Table,Furniture,2,1433.0,2024-02-12,Yes,United States
1044,Cheryl Johnson,Dining Table,Furniture,10,2189.64,2025-07-03,Yes,Netherlands
1045,Vincent Taylor,Snack Bar,Food & Beverage,12,2221.03,2025-11-13,No,Argentina
1046,Matthew Robinson,Coffee Beans,Food & Beverage,8,1284.9,2026-06-23,No,Argentina
1047,Holly Benitez,Hat,Clothing,3,1013.27,2024-05-19,No,Sweden
1048,Christopher Peters,Juice,Food & Beverage,14,1280.41,2025-02-19,Yes,Sweden
1049,Tiffany Noble,Bookshelf,Furniture,15,880.15,2025-10-01,No,China
1050,Christina Cortez,Pencil,Stationery,14,1604.97,2025-12-14,Yes,France
1051,Andrew Brown,Headphones,Electronics,12,1199.07,2026-12-22,Yes,Uae
1052,James Matthews,Glue Stick,Stationery,9,16.09,2024-01-17,No,Argentina
1053,Alan Hickman,Jeans,Clothing,10,1417.92,2024-04-27,Yes,Japan
1054,Marc Chang,Dining Table,Furniture,12,1066.27,2026-03-24,No,Canada
1055,Kimberly Henry,T-Shirt,Clothing,14,267.2,2026-02-26,Yes,Sweden
1056,Bradley Smith,Pencil,Stationery,5,2215.17,2025-01-26,No,Australia
1057,Megan Gardner,Glue Stick,Stationery,3,2428.32,2026-10-30,Yes,Uae
1058,William Juarez,Sofa,Furniture,13,939.8,2025-04-26,Yes,Sweden
1059,Cynthia Green,Bed,Furniture,11,1787.89,2026-12-18,Yes,Sweden
1060,Paul Burnett,Juice,Food & Beverage,8,663.94,2026-06-11,Yes,Argentina
1061,Tiffany White,Socks,Clothing,7,957.26,2025-02-19,Yes,Japan
1062,Jennifer Yoder,Pen,Stationery,12,1018.05,2024-01-24,Yes,Brazil
1063,Sarah Ramirez,USB Drive,Electronics,7,772.02,2024-10-18,Yes,Germany
1064,Madeline Cook,Bread,Food & Beverage,11,811.74,2024-11-11,Yes,Netherlands
1065,Dr. Tracy Walker,Coffee Beans,Food & Beverage,3,1821.15,2026-02-16,No,South Korea
1066,Mr. Joshua Miller,Tablet,Electronics,8,2265.44,2024-04-16,Yes,Italy
1067,John Tyler,Bottled Water,Food & Beverage,2,1086.73,2024-07-19,Yes,Italy
1068,David Mcgrath,Sneakers,Clothing,8,2428.75,2026-04-28,No,Mexico
1069,Melanie Oconnell,Jeans,Clothing,1,2064.37,2024-06-17,No,India
1070,Rodney White,T-Shirt,Clothing,15,2382.38,2026-11-06,No,Brazil
1071,Joshua Weber,Glue Stick,Stationery,10,1196.75,2026-08-31,Yes,Canada
1072,James Carter,Printer,Electronics,13,1045.72,2026-11-18,Yes,Canada
1073,Dylan Swanson,Stapler,Stationery,4,943.59,2026-06-27,Yes,United States
1074,Robert Willis,Sofa,Furniture,7,576.32,2024-06-26,Yes,Japan
1075,Allison Williams,Jacket,Clothing,7,813.31,2025-09-13,Yes,South Africa
1076,Thomas Boyd,Keyboard,Electronics,2,200.16,2026-06-21,Yes,Italy
1077,Richard Kaiser,Pencil,Stationery,3,1804.92,2024-05-22,Yes,Canada
1078,Karen Sullivan,Bottled Water,Food & Beverage,10,1648.28,2025-05-20,No,United States
1079,Clifford Miller,Printer,Electronics,8,171.23,2024-07-03,Yes,Uae
1080,Julie Villegas,Jeans,Clothing,12,2287.28,2026-06-29,Yes,Brazil
1081,Sabrina Diaz,Hat,Clothing,5,231.98,2025-02-21,Yes,Japan
1082,Curtis Sellers,Bread,Food & Beverage,9,2249.35,2026-04-07,Yes,Netherlands
